track_id,album_name,track_name,danceability,key,loudness,acousticness,instrumentalness,tempo,track_genre,segmento,Prediccion,Real
33.274772752777466,33.274772752777466,33.274772752777466,0.714,2,-7.375,0.013,4.51e-06,131.121,22.492537313432837,Medio,98.5992431640625,100
33.274772752777466,33.274772752777466,33.274772752777466,0.714,2,-7.375,0.013,4.51e-06,131.121,48.08565310492505,Medio,98.5992431640625,100
41.696073322711925,41.696073322711925,41.696073322711925,0.835,7,-5.329,0.583,1.98e-06,124.98,8.766595289079229,Medio,97.06217193603516,98
41.696073322711925,41.696073322711925,41.696073322711925,0.835,7,-5.329,0.583,1.98e-06,124.98,21.09071729957806,Medio,97.06217193603516,98
43.118106872028186,72.56158366405307,43.118106872028186,0.911,1,-5.105,0.0901,2.68e-05,92.005,21.09071729957806,Medio,96.39755249023438,97
42.172413033921075,72.56158366405307,42.172413033921075,0.801,7,-8.797,0.141,1.73e-05,98.047,23.7741273100616,Medio,92.82232666015625,95
42.172413033921075,72.56158366405307,42.172413033921075,0.801,7,-8.797,0.141,1.73e-05,98.047,21.09071729957806,Medio,92.82232666015625,95
41.305747899622936,72.56158366405307,41.305747899622936,0.647,3,-5.745,0.08,1.34e-06,79.928,8.766595289079229,Medio,92.48696899414062,95
41.305747899622936,72.56158366405307,41.305747899622936,0.647,3,-5.745,0.08,1.34e-06,79.928,23.7741273100616,Medio,92.48696899414062,94
41.74685983921961,41.59463365964634,41.74685983921961,0.612,10,-2.81,0.0495,0.0177,124.053,22.1425702811245,Medio,91.61419677734375,93
33.274772752777466,33.274772752777466,33.274772752777466,0.609,1,-2.958,0.0157,0.0,116.959,48.08565310492505,Medio,90.88945770263672,90
41.04553095089694,72.56158366405307,41.04553095089694,0.876,10,-7.511,0.0706,0.0,122.016,21.09071729957806,Medio,90.88880157470703,93
41.04553095089694,72.56158366405307,41.04553095089694,0.876,10,-7.511,0.0706,0.0,122.016,8.766595289079229,Medio,90.88880157470703,93
40.655205527807944,40.655205527807944,40.655205527807944,0.704,0,-4.948,0.298,3.75e-06,121.737,8.766595289079229,Medio,90.17591094970703,91
33.274772752777466,40.394988579081954,28.945442835138138,0.679,7,-7.015,0.141,6.35e-06,186.003,48.08565310492505,Alto,90.0,90
42.03685001644344,41.543251074994174,41.081756477033736,0.629,10,-13.123,0.72,0.00314,108.375,37.751028806584365,Medio,89.67349243164062,90
42.03685001644344,41.543251074994174,41.081756477033736,0.629,10,-13.123,0.72,0.00314,108.375,48.08565310492505,Medio,89.67349243164062,90
33.274772752777466,72.56158366405307,33.274772752777466,0.829,9,-5.389,0.0151,0.000543,97.013,21.09071729957806,Medio,88.96498107910156,90
33.274772752777466,72.56158366405307,33.274772752777466,0.829,9,-5.389,0.0151,0.000543,97.013,23.7741273100616,Medio,88.96498107910156,90
42.191315281526975,72.56158366405307,42.191315281526975,0.795,11,-3.971,0.0225,0.0,114.011,21.09071729957806,Medio,88.78422546386719,91
33.274772752777466,31.807829271124092,31.807829271124092,0.44,8,-9.258,0.891,4.78e-06,169.914,48.08565310492505,Medio,88.29309844970703,94
40.525097053444945,40.525097053444945,40.525097053444945,0.791,9,-3.24,0.037,2.19e-05,123.994,36.5678496868476,Medio,87.91341400146484,89
40.525097053444945,40.525097053444945,40.525097053444945,0.791,9,-3.24,0.037,2.19e-05,123.994,48.08565310492505,Medio,87.91341400146484,89
40.525097053444945,40.525097053444945,40.525097053444945,0.791,9,-3.24,0.037,2.19e-05,123.994,34.36607142857143,Medio,87.91341400146484,89
33.274772752777466,33.274772752777466,33.274772752777466,0.323,10,-4.008,0.142,0.000162,113.26,48.08565310492505,Medio,87.85548400878906,90
33.274772752777466,41.39681754820492,35.971300450740024,0.746,11,-16.169,0.782,0.00203,139.999,47.066820276497694,Medio,87.43031311035156,87
33.274772752777466,42.18026175130949,39.335391735911315,0.332,0,-8.697,0.767,0.00349,81.055,48.08565310492505,Medio,86.59719848632812,88
33.274772752777466,33.274772752777466,28.28944142400885,0.677,5,-5.795,0.529,2.04e-05,82.001,22.492537313432837,Medio,85.93468475341797,88
33.274772752777466,33.274772752777466,33.274772752777466,0.736,3,-7.409,0.0203,0.0,149.995,48.08565310492505,Medio,85.78660583496094,86
33.274772752777466,33.274772752777466,33.274772752777466,0.736,3,-7.409,0.0203,0.0,149.995,37.62076271186441,Medio,85.78660583496094,86
40.394988579081954,39.83187046306303,28.43699333000697,0.466,11,-4.469,0.000235,0.00104,130.02,43.84661354581673,Medio,85.5407943725586,88
40.394988579081954,39.83187046306303,28.43699333000697,0.466,11,-4.469,0.000235,0.00104,130.02,22.1425702811245,Medio,85.5407943725586,88
33.274772752777466,72.56158366405307,33.274772752777466,0.787,0,-7.094,0.305,4.55e-05,93.05,23.7741273100616,Medio,85.37350463867188,87
33.274772752777466,72.56158366405307,33.274772752777466,0.787,0,-7.094,0.305,4.55e-05,93.05,26.87878787878788,Medio,85.37350463867188,87
33.274772752777466,32.718588591665075,33.850190967016104,0.773,5,-3.678,0.0206,0.0,114.071,22.1425702811245,Medio,85.31497192382812,89
40.264880104718955,40.264880104718955,40.264880104718955,0.762,0,-3.296,0.0185,0.0,120.048,48.08565310492505,Medio,85.15054321289062,87
33.274772752777466,33.274772752777466,33.274772752777466,0.0,8,-28.46,0.791,1.0,0.0,35.40292275574113,Bajo,85.0,85
33.274772752777466,35.22171085379717,33.589498237037034,0.359,7,-7.582,0.492,1.58e-05,68.534,48.08565310492505,Bajo,85.0,85
40.13477163035596,43.029253547772186,36.54479172270001,0.592,9,-6.081,0.661,0.000331,146.04,47.066820276497694,Medio,84.9100341796875,86
33.274772752777466,33.274772752777466,28.696561868374737,0.866,11,-4.063,0.38,0.0,121.998,22.492537313432837,Medio,84.8747787475586,86
33.274772752777466,40.264880104718955,33.274772752777466,0.825,1,-3.183,0.581,0.0,95.977,48.08565310492505,Medio,84.63761138916016,86
40.32834919021473,40.32834919021473,40.1158621915538,0.697,9,-7.264,0.168,0.00131,125.926,34.5841784989858,Medio,84.61957550048828,83
40.32834919021473,40.32834919021473,40.1158621915538,0.697,9,-7.264,0.168,0.00131,125.926,14.364253393665159,Medio,84.61957550048828,83
33.274772752777466,33.274772752777466,19.139476999570228,0.754,7,-4.627,0.0301,2.23e-05,117.953,22.492537313432837,Medio,84.6029052734375,86
33.274772752777466,33.274772752777466,19.139476999570228,0.754,7,-4.627,0.0301,2.23e-05,117.953,38.28513238289206,Medio,84.6029052734375,86
40.13477163035596,72.56158366405307,40.13477163035596,0.797,1,-10.229,0.762,0.000293,103.071,23.7741273100616,Medio,84.45172119140625,86
33.274772752777466,33.274772752777466,34.725232126645466,0.573,6,-7.638,0.018,0.00125,84.412,22.1425702811245,Medio,84.26399230957031,85
33.274772752777466,33.274772752777466,34.725232126645466,0.573,6,-7.638,0.018,0.00125,84.412,36.41594827586207,Medio,84.26399230957031,85
40.470200255115216,40.850034084530016,40.470200255115216,0.579,2,-9.484,0.00574,0.000494,147.125,38.26963906581741,Medio,84.09245300292969,84
40.470200255115216,40.850034084530016,40.470200255115216,0.579,2,-9.484,0.00574,0.000494,147.125,22.1425702811245,Medio,84.09245300292969,84
33.274772752777466,38.313252989273984,33.274772752777466,0.772,3,-2.438,0.136,0.0,119.973,56.38646288209607,Medio,84.04859161376953,86
33.274772752777466,43.30927599019509,33.274772752777466,0.794,0,-7.227,0.0119,0.0,90.016,56.38646288209607,Medio,84.004150390625,83
33.274772752777466,33.274772752777466,33.274772752777466,0.794,0,-7.227,0.0119,0.0,90.016,48.08565310492505,Medio,84.004150390625,85
33.274772752777466,39.619093865712294,33.274772752777466,0.816,11,-3.323,0.16,0.00031,93.431,37.62076271186441,Medio,83.9923095703125,84
39.87455468162996,43.18790917116014,39.87455468162996,0.724,8,-3.747,0.0201,0.0,77.004,56.38646288209607,Medio,83.91790771484375,84
33.274772752777466,72.56158366405307,33.274772752777466,0.817,1,-6.534,0.123,1.92e-06,130.058,26.87878787878788,Medio,83.71858978271484,87
33.274772752777466,72.56158366405307,33.274772752777466,0.817,1,-6.534,0.123,1.92e-06,130.058,23.7741273100616,Medio,83.71858978271484,86
33.274772752777466,43.18790917116014,33.274772752777466,0.559,1,-4.515,0.0432,0.0,172.029,48.08565310492505,Medio,83.63033294677734,85
33.274772752777466,43.18790917116014,33.274772752777466,0.559,1,-4.515,0.0432,0.0,172.029,56.38646288209607,Medio,83.63033294677734,85
33.274772752777466,33.274772752777466,32.24283849088693,0.645,3,-5.399,0.0574,0.0,83.018,35.19047619047619,Medio,83.52483367919922,83
33.274772752777466,33.274772752777466,32.24283849088693,0.645,3,-5.399,0.0574,0.0,83.018,22.492537313432837,Medio,83.52483367919922,83
33.274772752777466,33.274772752777466,39.051689606110344,0.762,7,-3.955,0.00776,6.98e-05,130.001,21.09071729957806,Medio,83.431884765625,86
39.051689606110344,39.051689606110344,39.051689606110344,0.762,7,-3.955,0.00776,6.98e-05,130.001,26.87878787878788,Medio,83.431884765625,74
33.274772752777466,33.274772752777466,39.051689606110344,0.762,7,-3.955,0.00776,6.98e-05,130.001,26.87878787878788,Medio,83.431884765625,86
33.274772752777466,33.274772752777466,39.051689606110344,0.762,7,-3.955,0.00776,6.98e-05,130.001,23.7741273100616,Medio,83.431884765625,86
40.470200255115216,40.03187138412077,36.83651942529777,0.743,4,-7.807,0.0039,0.118,123.596,25.05579399141631,Medio,83.37902069091797,84
40.470200255115216,40.03187138412077,36.83651942529777,0.743,4,-7.807,0.0039,0.118,123.596,31.51276102088167,Medio,83.37902069091797,84
33.274772752777466,41.39681754820492,33.274772752777466,0.872,0,-9.144,0.469,4.13e-06,134.021,47.066820276497694,Medio,83.351806640625,84
33.274772752777466,33.274772752777466,33.274772752777466,0.841,7,-3.37,0.0847,0.0,130.049,34.36607142857143,Medio,83.33838653564453,84
